fixed acidity,volatile acidity,critric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3.374871355,0.36,0.88913852,1.4,0.211316106,28.86414893,62.26793723,0.9934,3.604254257,0.243291273,11.34298528,4
10.17311684,0.41,0.66549944,1.6,0.149122713,120.4374921,313.9855724,0.9914,3.022796486,0.776300456,9.403227736,5
7.759850658,0.41,0.774833887,6.8,0.133216017,186.2599885,122.2416822,0.9949,2.895056495,0.259196661,12.87611247,5
13.36055858,0.24,0.500476488,6.8,0.205623543,149.4706142,364.0383622,0.99616,3.250519296,0.318088598,8.5978337,6
8.721761252,0.61,1.133788047,5.4,0.052402024,115.1584319,299.0537942,0.9954,2.778443648,0.386834748,10.59772639,4
6.49789177,0.21,1.301415786,8.5,0.074069071,271.6718069,304.5182864,0.9953,3.556173293,0.517354521,13.8604606,7
11.19201199,0.32,1.599686337,4.6,0.013799244,176.5876385,448.5637035,0.9958,3.530599613,0.543235008,9.628573623,6
4.448179379,0.58,0.093975806,12.15,0.298548719,4.359838456,94.66094256,0.9959,2.903179198,0.76466658,13.01727579,5
13.16148337,0.24,0.225366595,7.3,0.262093935,205.6346978,151.767913,0.9962,3.817379869,0.370005515,9.951560858,7
7.679298669,0.4,1.066553033,5.4,0.187664059,47.08649813,177.4358904,0.994,3.736201438,1.021206609,9.404583833,6
11.44227022,0.14,0.052169233,1.3,0.171691452,254.3770008,379.9634787,0.9945,3.273795707,0.32526925,9.578220748,6
9.862423657,0.19,1.761874937,2,0.094744141,242.8846254,278.2023063,0.99517,3.253129817,0.499980769,8.17476773,6
5.965929307,0.28,0.640452657,11.5,0.326044119,263.1121321,129.9259189,0.9969,3.763082931,0.610826137,13.65842333,7
10.2815089,0.33,0.287530703,7.4,0.150015901,285.3199746,391.7589428,0.99592,3.585222758,0.749768142,10.88673711,7
14.50143194,0.36,0.745600683,8.3,0.294741994,218.2694576,438.6591381,0.99151,3.342261452,0.988934858,8.662851889,7
4.382153808,0.31,1.0722654,12.7,0.192176141,268.3945628,251.6007627,0.99836,3.021055521,0.301426384,8.63969449,5
8.270639036,0.2,0.446135195,10.2,0.217654217,272.2381537,341.3864355,0.997,2.783653076,0.704107662,13.60832751,6
10.68090104,0.24,0.414683653,3.6,0.004790787,91.0244035,292.859987,0.9928,3.242031243,0.606998123,9.56212092,6
6.124753762,0.33,0.361761356,8.7,0.256619349,214.3742951,347.952835,0.99711,3.651762461,0.953238379,9.639695306,6
10.63619995,0.3,0.504112613,16.85,0.187232359,262.2483619,307.7446783,0.9998,2.771972619,0.485857041,11.44062637,6
12.66322682,0.16,1.051298067,1.7,0.138019234,30.72229445,213.9776216,0.9943,3.608903747,0.536772649,13.16492119,6
7.852633991,0.34,1.321343753,6.5,0.082433758,92.30195097,67.83123735,0.99124,2.917553373,0.467468914,12.8734703,6
6.783701607,0.37,0.135978933,6.3,0.158223151,142.8000434,361.1432449,0.9944,2.961299043,0.281148942,9.423954182,5
11.94705372,0.29,0.42124293,5.7,0.149164601,87.50773866,204.4772564,0.98976,3.000278725,0.252984176,8.049972465,6
6.223492319,0.32,1.650032937,1.2,0.141362143,204.1825966,12.90947299,0.9946,3.00663384,0.526983896,13.19493295,5
3.962608313,0.23,1.381053522,14.9,0.11860459,231.3365996,127.5288686,0.99835,3.483675471,0.608099585,9.050541686,6
12.32494654,0.21,1.697552616,2.3,0.091897693,152.5668386,47.65350816,0.995,2.794915378,0.706620594,10.59581599,6
12.46395125,0.35,0.768838929,10.1,0.203959003,155.426144,413.8702205,0.9963,3.031081134,0.403458345,10.98551453,6
10.22497159,0.37,0.116160863,1.5,0.215450416,274.6163726,150.9504496,0.98876,3.806037108,0.979675075,12.3284437,8
12.85012411,0.28,0.635037371,2.3,0.225671771,4.875062255,403.2337948,0.994,3.622215976,1.00050567,13.28251664,6
14.77231595,0.28,0.365628624,7.8,0.248073096,205.8327675,242.2893257,0.99579,3.327153025,0.232501316,12.98778842,7
13.95060868,0.36,1.502140965,4.2,0.252610733,125.8071507,153.9920708,0.9907,3.624723556,0.671535447,11.33078172,7
11.35384111,0.27,1.223867441,8,0.177710393,95.67079271,218.7313872,0.9961,3.832710151,1.014530015,8.048367191,6
7.505375275,0.52,1.00634275,12.2,0.110127916,73.40414058,162.6483197,0.9975,2.803593312,0.289245451,8.294346249,4
10.76978396,0.29,1.190280274,13.1,0.046050244,65.6569499,96.8365473,0.99745,3.060151952,0.590095645,10.9597644,6
9.701750788,0.34,1.768777999,1.4,0.280560531,241.3568487,136.8828073,0.99214,2.934083307,0.95036848,12.33792972,6
9.222249989,0.23,0.385932935,2.8,0.184859093,207.1281699,43.70244469,0.99126,3.379536015,0.777269398,11.92549988,7
9.298006292,0.15,0.658983265,5.9,0.061650015,149.9599568,177.086509,0.99152,3.271903917,0.282513296,10.82010814,7
6.036803124,0.31,0.211850857,3.3,0.07646043,127.6857912,250.9682621,0.99429,3.509400993,0.911346942,10.08311966,6
7.596872843,0.19,1.753416755,3,0.064629466,267.9942571,200.7905497,0.9924,2.937606463,0.36844508,8.198879232,6
9.460484456,0.2,0.139278663,11.8,0.331374608,259.8941223,208.9394425,1.0004,3.142501618,0.436134981,13.85837664,6
9.855594258,0.36,0.636087084,1.8,0.066120033,208.4130842,32.65916538,0.9903,3.148859795,0.261915265,13.05652079,7
14.08470687,0.36,1.304473226,4.1,0.218188362,262.634701,34.5203036,0.99475,3.18143433,0.262735364,13.90525894,7
5.206145763,0.21,0.227777485,1.1,0.17798377,145.6079853,171.6050412,0.9931,3.43833971,1.052604922,9.270942122,6
14.51479983,0.28,1.617097531,1.3,0.302226049,109.866231,176.8756163,0.99353,3.009112709,0.350833966,8.624806452,5
10.047628,0.31,0.427223214,1.6,0.114994636,68.03766232,404.64988,0.9924,2.899679509,0.455997483,12.73694196,5
12.66600443,0.18,0.00998909,1.4,0.32781525,127.9761304,218.8013988,0.9916,3.4980559,0.732197699,12.85571664,7
10.6234066,0.24,1.565503584,5.8,0.119392436,233.2129221,319.8671596,0.9942,2.78224342,0.488265398,12.55287654,6
11.2399351,0.3,0.737036183,14.3,0.292940751,127.3814847,303.1062964,0.9991,3.560714094,0.865801581,14.14034751,7
11.86575804,0.22,0.077615508,14.7,0.141862511,232.1870799,225.4106671,0.99704,3.69028593,0.658662378,12.86429072,8
12.84271492,0.23,0.275236796,4,0.063100718,134.790712,406.8301636,0.9944,3.787840896,0.645174282,8.004261239,6
14.22877854,0.2,0.788535613,1.2,0.172731575,126.7834065,16.55548404,0.99132,3.046302555,0.22928982,13.36675504,7
6.695005954,0.42,0.99887281,9.85,0.284937907,58.10991799,47.11203617,0.9958,2.96833146,0.923448188,11.44235521,5
7.476354505,0.24,0.380166199,1.5,0.24785854,284.0576813,131.7748165,0.9948,3.586722204,0.75439143,12.88295451,7
4.730948659,0.45,0.534492303,4.4,0.015539547,152.636262,22.42468868,0.994,3.466775664,0.48413022,10.18390616,5
9.87441891,0.18,0.429118115,14.5,0.225836021,159.2949125,277.0956524,0.99947,3.795242773,0.512314156,10.88246126,6
5.139309648,0.3,0.002905212,6.4,0.204644923,30.76798638,72.16685455,0.9924,3.537400318,0.45329697,11.91022541,6
4.392545386,0.32,0.849803317,7.2,0.180139684,223.3416377,348.7925028,0.99537,3.039567555,0.422475839,13.79557085,6
13.90380413,0.26,0.209190288,8.3,0.143380473,89.60512058,340.1238815,0.9954,3.415582178,0.716536135,13.88416912,7
6.97813855,0.24,0.215206598,13.1,0.144379656,172.5455291,76.42871538,0.99884,3.435806465,0.797964352,12.5142207,6
8.386888202,0.34,0.0878795,14.9,0.202333894,25.99726436,228.1201669,0.99698,3.497218292,1.073466034,10.06156535,6
10.95010267,0.25,1.381814499,8,0.191107687,285.0613874,363.2275049,0.99604,2.88049747,0.808552556,8.39318014,6
13.59689213,0.31,0.27050729,5,0.110159489,23.64925104,305.1209043,0.9906,3.694845169,0.697073695,9.296401569,7
10.77160613,0.21,0.406504798,1.3,0.294971741,78.86030538,163.902488,0.9901,3.639513546,0.972052093,11.28793584,7
6.835186052,0.16,1.618505504,1.3,0.007268902,256.4423365,251.8103362,0.98964,3.788112241,0.64115074,11.24875729,7
13.13905081,0.25,1.088778257,1.55,0.082391504,284.4646666,145.4904326,0.9949,3.750205057,1.075838753,13.02146008,8
6.609312637,0.3,0.415166742,2.1,0.111416039,272.1813601,370.916834,0.9895,3.579673458,0.317345661,12.08014392,7
14.06076997,0.34,0.295780723,6.6,0.267140256,32.36440503,340.9236369,0.9955,3.01965445,0.87240281,13.38157766,6
4.924726453,0.23,1.084407452,3.8,0.17635637,136.6571838,311.3501054,0.99139,2.778033389,0.755769012,11.33103494,6
11.46075226,0.44,0.220560104,16,0.306077025,62.63563616,277.3504518,0.99884,2.972068545,0.479167926,13.12018016,5
9.055689945,0.38,1.074997638,4.2,0.024877937,191.9964218,190.949599,0.9906,3.301360605,1.017919354,9.437272956,7
13.80081237,0.27,0.973079896,5.8,0.050392924,195.6272731,124.9904566,0.995,3.01504319,0.686850568,13.54491589,7
3.038741875,0.255,1.792613865,1.2,0.283160907,87.02645252,23.08058511,0.99307,3.144034412,0.350815237,9.179026377,4
7.617802757,0.25,1.698647978,14.4,0.275406983,166.6112129,212.3110754,0.9986,2.814484173,0.772425838,8.703007592,5
14.90498256,0.29,0.865118366,2.9,0.105954976,264.9213101,11.82101351,0.99037,3.029053819,0.223788867,12.98067241,7
7.246172156,0.21,0.983828595,1.2,0.30273716,209.5488381,254.6017213,0.9927,3.328188694,0.667150275,12.26347261,6
9.072477437,0.11,1.662134971,1.6,0.08236579,73.6598907,447.8862179,0.99008,2.748377323,0.617517992,11.23113382,6
13.39058263,0.21,0.862616032,2,0.176481765,112.8412575,287.1124514,0.99176,3.222727063,0.238356626,9.474564477,6
4.590005071,0.39,1.252691686,10.6,0.06135521,161.6469454,91.75068373,0.9976,3.278797955,0.479082969,10.18428285,5
11.55578259,0.18,1.048413056,12.8,0.312749979,230.2345291,264.5289413,0.99808,2.762134417,0.425672134,12.34558109,6
14.7290491,0.29,0.918981785,8.2,0.106499465,214.7962297,391.607005,0.99644,3.743946907,0.265555294,12.88902464,7
3.99301781,0.23,0.608634815,16.4,0.044534025,87.54267341,218.2326891,0.9972,3.312778862,0.528912973,9.075207927,5
11.7600532,0.19,0.226122713,2.1,0.304908569,166.567403,267.757862,0.9942,3.571573616,0.759650815,11.92375119,6
10.9577152,0.34,1.288941527,3.2,0.34296645,108.9212501,221.6746202,0.9936,3.412366369,0.403302803,10.33812881,5
10.75741966,0.3,0.612158514,1.2,0.004561072,244.8432285,91.93629305,0.9933,3.445681173,1.016576263,9.02483396,6
11.95071921,0.16,0.233416922,1.1,0.017885177,170.5541011,273.1103035,0.98972,3.556350506,0.810618974,12.77499995,8
4.889820362,0.19,0.46470384,17.3,0.144383751,136.200787,141.069959,1.00047,3.336348653,0.244460899,13.22298607,6
3.166505274,0.25,1.427482534,2.5,0.289135183,73.4919623,335.9838686,0.99252,3.578900274,0.910993681,10.75788653,5
8.36254066,0.23,1.017518624,18.8,0.330398686,123.9321286,294.7931546,1.00044,2.915188822,0.52815436,9.021823344,5
11.32503774,0.2,1.317051409,11.8,0.047008861,79.4584888,90.80342727,1.0004,2.801043262,0.37674688,12.75395962,5
8.513075221,0.24,1.571669912,10.6,0.224512692,53.9060231,200.2180137,0.99779,2.858179846,0.483662537,12.49943719,5
8.468549349,0.24,1.605764455,1.8,0.194790548,183.8842916,74.51481439,0.9928,3.707403846,1.055070576,9.608509584,6
8.949695628,0.33,0.39609814,4.2,0.13973319,80.80551856,335.8617082,0.9896,3.50391562,0.699687722,11.1252645,6
12.71039421,0.25,1.148264674,15.2,0.321042269,149.62236,385.6894941,0.9972,3.485656616,0.878563589,8.175549136,6
13.32017807,0.28,1.679632915,4.3,0.079846839,288.0535113,21.20596118,0.989,3.377765134,0.739735507,9.287629897,8
4.880196387,0.31,1.264872504,0.9,0.052106572,283.8275398,225.9108721,0.992,3.06033501,0.557899247,8.374180063,5
14.94463462,0.455,0.565690775,1.9,0.222259709,11.16063225,78.52782311,0.98746,3.80687948,0.546539878,8.021694374,7
4.617271347,0.21,0.921542014,2.7,0.292149268,128.1938552,69.82791194,0.99075,2.943226837,0.572127988,8.678959983,5
7.719528519,0.13,1.773286393,9.3,0.130232531,19.71443824,431.7893278,0.9966,2.919669518,0.735474042,9.568803989,5
14.60639733,0.3,0.557331015,4.6,0.201499396,134.0615979,373.8263331,0.99458,2.786211786,0.594668857,9.008392921,5
8.465476071,0.28,0.47568233,1.4,0.332909516,124.9396877,415.0537306,0.9944,3.616158842,0.681852295,10.19871413,5
3.069362849,0.24,0.899094678,17.95,0.012516011,267.6899663,443.4430672,0.9999,3.274799128,0.342522501,14.00932645,6
3.492753675,0.22,1.12291431,4.9,0.15608439,99.50887933,171.3262556,0.9951,3.412700663,0.320396065,9.204270239,5
10.37686214,0.2,0.217528925,6.3,0.05575695,212.232981,173.7843982,0.9966,2.896909455,0.268719264,10.68067353,6
11.43308003,0.36,0.037791833,10.5,0.114942007,150.5240812,109.5344563,0.9935,3.25421005,0.404654953,10.13137322,6
8.053704887,0.23,0.196432328,1.9,0.091944364,233.8502433,225.5479392,0.9908,3.349937462,1.072371027,10.55849004,7
3.092043598,0.36,0.761658764,1.6,0.227287402,18.33743073,197.224505,0.99116,3.762829641,0.464641105,14.13383077,5
14.69206099,0.34,0.28585331,3.8,0.193899712,125.6517242,132.7466253,0.99108,3.639194907,1.051168524,13.56419394,8
8.702028036,0.205,1.715671104,1.7,0.141498213,181.5391671,310.4511837,0.9963,3.212779172,0.910669612,10.62344045,5
11.10361709,0.19,0.104355355,6.3,0.155325616,26.48063878,52.26144018,0.9964,3.493698655,0.421709097,10.3266356,5
3.618932001,0.26,1.746980986,2.2,0.123919009,276.018463,99.00077153,0.9903,3.529969557,0.946700598,8.949156809,7
7.50418141,0.32,0.481745174,1.5,0.071686507,83.62420506,144.4207136,0.9898,3.749660132,0.983994749,13.78377709,7
10.37434475,0.24,0.100627314,2,0.162567155,128.0320506,201.031816,0.99076,3.094416906,0.808977689,12.05361423,6
9.076232471,0.18,0.371532687,1.2,0.144509521,17.72810887,188.2765533,0.99413,3.250573355,0.828895085,10.55285163,5
8.464971498,0.34,1.228314465,5.8,0.245175624,13.16603135,185.2969865,0.9943,3.472713179,0.319707041,8.355237548,5
5.547248641,0.23,0.39092216,14.2,0.26092559,67.89179308,375.0250172,0.9979,3.363658022,0.223983163,8.299973534,5
11.60915655,0.32,1.791870146,7.4,0.307271979,179.6153727,198.9293296,0.99268,3.072902445,0.706895401,11.44514623,7
11.92911552,0.22,0.789646083,13.6,0.267713194,259.2566593,108.9209201,0.9984,3.39053249,0.390229885,10.6286892,7
6.213447056,0.29,1.209416469,8.3,0.211476615,116.7771058,418.3846632,0.99308,2.879630188,0.899261334,10.88684945,6
10.67253234,0.31,0.849960451,14.5,0.173647631,164.876606,322.7440025,0.99412,2.959766933,0.659743574,11.13496124,7
13.45379614,0.32,1.675770453,2.5,0.074421883,29.54829008,144.9432533,0.99316,3.368649052,0.431392357,12.85904942,6
8.241776017,0.29,0.526510076,11.1,0.183928636,187.668138,232.6599311,0.9969,3.177613597,0.580374194,10.95676525,6
13.34308212,0.29,0.624255268,8.1,0.319747444,19.03521004,30.65837533,0.9966,2.77305636,0.614003553,13.83513654,5
6.786192851,0.35,0.899419872,5.7,0.044627363,188.579014,425.2610543,0.9944,3.377647729,0.533698941,10.44398463,6
14.99273623,0.44,0.92666605,7.7,0.204425227,139.302456,307.0538967,0.99771,3.161366081,0.524275997,9.980203172,5
12.47118106,0.14,0.704237155,4.5,0.214227547,7.410124525,71.59311246,0.9934,3.750411483,0.690748477,12.75225747,7
13.22061609,0.29,0.391400418,9.3,0.100311546,143.8664743,146.2503551,0.9949,2.718960398,0.663874265,8.600269676,6
4.389001703,0.24,1.16024477,12.6,0.25253234,38.78748295,102.0962328,0.99802,3.482815052,0.583898439,11.32454723,5
3.7837094,0.24,0.314427466,3.8,0.03556889,268.3126622,62.58749181,0.992,2.746392711,0.852549636,13.86775958,6
9.410062562,0.3,0.370344308,1.2,0.320043323,74.91417111,100.5294058,0.98742,3.652895096,0.344235918,12.7971442,7
11.93585167,0.32,0.785441519,6.2,0.191073951,251.5667361,22.62714264,0.9957,3.504121391,0.624532028,9.488144858,6
8.725036487,0.3,0.62823748,1.1,0.085188437,151.4283644,9.535976662,0.9944,2.88437606,0.998123006,14.0201652,6
14.68577628,0.25,0.723258113,1.4,0.175703805,3.118462697,411.8910635,0.9912,3.662700823,0.760022783,10.79219686,6
12.46286254,0.24,0.764692764,15.2,0.059263715,79.71985341,275.9741887,1.0005,3.626678143,0.851588107,8.969804806,6
7.315725754,0.27,0.66984258,16.7,0.315743404,47.76857875,321.589492,0.99985,3.550309242,0.593145695,12.40467327,6
10.07075685,0.25,0.679839489,1.4,0.170162524,26.96131899,145.7623293,0.9912,3.807749801,0.94216184,9.913961409,6
14.74536517,0.35,0.455053522,13.9,0.276240223,108.1826694,189.1746567,0.99888,3.494789507,0.919113311,12.76841463,7
11.09810539,0.18,1.360275282,1.6,0.150663273,257.6812454,123.6763591,0.9934,3.849623369,0.261204023,9.379809103,7
6.97510324,0.2,1.758373846,15,0.145493638,57.14801245,197.4326005,1.0008,2.741288198,0.624477328,9.428955975,4
8.980743917,0.58,1.089481994,12.15,0.259526884,174.3437929,90.92161701,0.9959,3.006423429,0.406409783,12.32573869,6
10.06375702,0.32,1.018850549,1.5,0.260493413,91.45167551,76.98962662,0.9918,3.767454119,0.252183561,11.81565113,6
4.975873255,0.4,0.399373543,12.9,0.004714091,230.5925538,217.5162143,0.99754,3.21376885,0.366198254,11.70580061,6
4.026653135,0.12,1.278278967,12.9,0.126793106,263.6958828,168.4699502,0.99654,3.472007477,0.429356098,11.06399859,6
3.90542733,0.4,0.939298477,1.7,0.023422774,266.6938663,241.3889658,0.99096,3.005602323,0.965761014,12.98033269,6
13.46474456,0.27,1.487593193,19.1,0.331013386,135.1659737,369.9094352,1.00051,3.832504304,0.524652032,11.70194891,7
14.04595828,0.22,1.316437733,1.9,0.267912379,23.15369785,9.58195128,0.9922,2.723986442,0.408886521,13.01032262,6
7.299494476,0.28,1.082034579,7,0.33111811,145.467498,80.51932414,0.99556,2.938729936,0.872238091,8.825637462,5
11.9870447,0.32,1.673834937,1,0.089464351,246.1400823,25.02280793,0.99289,2.828529389,0.718714131,11.73206419,6
4.642300457,0.23,0.667987012,17.2,0.049689382,270.9564595,408.2316956,0.99946,3.731515846,0.942679762,8.46493573,6
12.36431471,0.22,0.785470579,1,0.317898939,203.8428527,210.7083438,0.99,3.393844602,0.259889854,12.03635542,7
8.407864013,0.23,0.571838918,13.8,0.056106592,53.00243004,265.6614768,0.99695,3.017295465,1.021899307,12.05763681,6
7.37303423,0.25,1.12170667,0.9,0.216044063,69.55602227,340.6794806,0.99114,3.03437855,0.715389619,13.84118719,6
14.91921056,0.3,0.250582456,2.1,0.326362651,110.6031148,91.28508602,0.9895,3.71861383,0.460939485,12.63917587,7
8.232717523,0.18,0.740631016,1.4,0.003257858,38.25550521,167.1149132,0.9898,3.742113373,0.67589222,9.270066875,6
8.192863139,0.21,0.369072469,11.7,0.242445596,63.95116415,276.8252696,0.99482,3.330476615,0.73167627,11.35865509,6
12.10090823,0.62,0.655270881,1.1,0.194699071,69.53745259,27.30894949,0.9934,3.245693584,0.960009699,13.95161497,6
10.42351886,0.26,0.009809356,11.6,0.238545186,161.0081635,34.31936036,0.99691,3.082371072,0.883732529,9.243907805,6
6.918669852,0.28,0.104174842,8.9,0.164899214,239.9980395,55.00551326,0.99455,3.74279609,0.77492775,12.54861976,7
7.185372713,0.35,0.278607091,7.3,0.241011708,280.7925728,114.2892126,0.9956,3.825859822,0.880281103,9.465390711,6
10.99234781,0.16,1.315223549,1.6,0.323466741,148.8090377,59.72024927,0.9942,3.352109682,0.513102766,8.493294552,6
3.147018551,0.19,0.744425748,1.7,0.09062011,168.3096049,371.7765615,0.99315,3.829810547,0.895227543,9.204774998,6
4.697497563,0.27,1.791548012,15.2,0.247508581,133.7805511,344.4975012,0.99665,3.525919609,0.988628226,8.410762077,6
5.892028544,0.24,0.40056149,1,0.088493911,158.4214112,190.8993902,0.9906,3.637855916,0.504702705,14.04400232,7
6.196074574,0.26,0.701658433,6.9,0.345809571,254.2985968,389.2098719,0.99594,3.634136033,1.006151718,12.96653538,7
9.142608924,0.41,1.633492358,1.4,0.175834976,89.08138131,65.70425853,0.99167,3.470849076,0.699794666,10.19672536,6
14.13010587,0.26,0.407752263,17.85,0.200703511,226.7544483,276.7359792,1,3.154606914,0.572816646,9.485473197,7
12.79629529,0.26,1.359424967,8.1,0.274536151,147.1420294,23.08668299,0.99558,2.826450398,0.75968728,13.20574518,6
8.304058572,0.29,0.188784944,9,0.105593219,87.32828371,75.69689548,0.99685,3.404191162,0.538712373,9.933538394,5
14.83602436,0.32,1.421576782,1.9,0.287745334,78.08252977,359.1113289,0.98912,2.902680878,0.922574381,8.551349328,6
8.714652194,0.28,0.598163638,8.9,0.296000525,40.34773716,130.4178348,0.99455,3.207189151,0.586845345,8.72088155,5
11.26877542,0.2,0.390985258,1.4,0.004460134,89.57667368,320.1700984,0.99043,3.154063232,0.966468294,11.47479968,7
11.48546894,0.25,0.205311678,7.9,0.073103848,48.13999036,53.8544673,0.99572,3.575499433,0.288761304,9.781555706,6
3.510599796,0.38,0.312383907,13.65,0.102206726,50.90807425,256.0898464,0.99784,3.271162267,0.606117201,10.00147199,5
14.62054955,0.4,0.014816457,7.7,0.112220661,151.6354242,109.0426275,0.9935,2.897645435,0.642609522,12.90003426,7
14.72246535,0.15,0.931602059,14.7,0.181490343,49.77564493,183.6654862,0.99792,3.532999336,0.656218996,11.04566652,7
12.55588385,0.19,0.848405493,16.65,0.196479606,16.13944518,144.2908826,1.0006,3.826509066,0.55164738,10.1771967,6
5.135714307,0.17,1.716909796,1.4,0.081402706,140.7688334,384.974692,0.9909,3.176495606,0.50102016,9.93350278,6
5.810041423,0.43,1.147851599,6.7,0.225102836,89.25815236,282.4971751,0.995,2.811159855,0.860806175,12.32362149,5
3.03045678,0.28,1.692030625,2.4,0.127646235,80.36712924,246.731069,0.99064,3.06422389,0.927875791,12.8002346,6
14.27543812,0.6,1.083560376,7,0.137013566,50.84103385,101.8133101,0.9944,3.700497737,0.23320914,12.48968253,6
4.243219373,0.23,0.785407899,7.4,0.053914538,126.9962117,375.2105446,0.9958,3.771740459,0.679753063,13.09155787,6
4.675823663,0.32,0.834344432,5.9,0.00729986,87.7559856,265.3172776,0.9944,3.559917329,0.945399283,12.48775333,6
9.082271463,0.23,1.673184853,1.9,0.159553314,178.7642582,157.2550724,0.99,3.534007211,0.425505026,12.23065777,7
3.252223414,0.29,1.194206928,8.6,0.07607841,193.0687934,154.8972677,0.9967,2.885921966,0.724753931,10.76879928,5
10.57835674,0.32,0.08343618,4.9,0.131730553,134.882957,31.29957974,0.9916,3.304585191,0.254504211,10.79280024,6
8.675093622,0.24,0.148632195,14.9,0.129509112,34.80256264,140.6536268,0.9968,3.341040345,0.32590789,11.84430181,6
14.62806859,0.3,0.73509134,13.5,0.120751471,53.94982525,111.8001072,0.9982,3.076586719,0.82061868,10.03847548,6
6.12807726,0.13,0.227602206,1.1,0.165377127,223.8442003,305.992053,0.99066,2.793400281,0.700051588,10.42013803,6
10.42771358,0.2,0.230336458,1.6,0.107240401,176.136518,262.0238562,0.9912,3.062859614,0.910436316,10.88540092,7
3.132846899,0.47,0.854920853,8.9,0.234601215,209.4997319,403.4831901,0.9964,3.403997606,0.580619471,12.40152009,5
4.779287152,0.28,0.305490195,1.9,0.027279474,281.1659409,90.08249719,0.9923,3.285246653,0.639166577,11.5501158,6
4.185645453,0.35,1.521242203,8.8,0.159980307,280.4281443,440.8065807,0.99628,2.758747346,0.43386288,8.473842769,5
10.19886697,0.55,0.653282032,8.3,0.035891449,208.8341285,285.6553101,0.9918,3.369141455,0.477923586,13.62002441,7
10.48514388,0.48,0.700253526,1.4,0.125476898,200.5740094,189.5037928,0.9889,3.0148965,0.473085098,12.24988047,6
8.65843466,0.25,0.759370635,9.2,0.291488929,72.98668363,69.71554806,0.9947,3.662288511,0.742212737,12.69040905,6
4.614687488,0.24,1.465468351,11.3,0.004382948,49.79382068,410.8471548,0.99632,3.701203773,0.650762512,11.94186421,6
3.604234138,0.31,0.775322019,0.95,0.152093675,256.3618165,174.4989115,0.99038,2.756833706,0.523316983,8.427641068,5
4.519684833,0.24,1.309859173,8.2,0.034298248,95.68932659,296.5259333,0.99453,3.005286079,0.918296059,14.10234933,6
7.632403929,0.37,0.920184724,13.9,0.069963988,127.0747122,223.2298533,0.99873,3.451110832,1.056949679,13.01740134,6
10.27140416,0.43,0.75962471,13,0.135798946,162.0563923,179.5568032,0.9955,3.294257085,0.840687065,14.1453051,7
9.366407597,0.15,0.275232816,1.8,0.342373617,127.1559983,155.4750915,0.9946,2.853965324,0.884062407,11.26838553,5
7.627277455,0.32,0.237620105,1.7,0.261975104,59.36795783,88.24100873,0.9906,3.772025202,0.478802827,9.458815223,6
10.73561081,0.32,0.030624446,2,0.306865481,43.33327937,113.5126155,0.9906,3.191193453,0.34928656,9.539850367,5
8.001689721,0.25,0.353145146,2.1,0.214349234,86.14562971,266.398524,0.99085,3.47694787,0.809352975,8.401297933,6
12.32264449,0.46,0.159097318,2.4,0.025655724,213.4044724,375.3743518,0.9896,3.350143843,0.439976423,11.69950934,7
5.900578336,0.44,1.258170324,11.2,0.110949736,91.93708476,167.3099288,0.9948,3.25180547,0.805930677,14.16785686,6
9.233553333,0.24,0.091131423,12.5,0.210751085,145.0620576,211.2023104,0.9983,2.718940376,0.487954787,11.84214392,5
6.408310765,0.29,0.648371895,1,0.317504691,208.1697551,85.21744186,0.9928,3.790776385,0.752504495,8.299208269,6
4.751241246,0.38,1.292948386,7.4,0.314684013,154.7764779,377.7882676,0.99773,3.013253289,0.998319561,9.43140799,4
7.576904329,0.655,1.624330409,5.6,0.294222703,269.7970927,256.4951073,0.9936,3.810254292,0.800488461,11.44760304,6
12.99215252,0.19,0.715130344,0.9,0.229762673,268.5466526,334.1753963,0.9926,3.061753526,0.8271018,11.49170727,7
4.261228219,0.25,1.424038144,9.7,0.198396761,172.6615019,37.47531526,0.99406,3.480084712,0.530230029,10.81814019,6
8.175764804,0.3,0.637573917,2.25,0.234309215,170.9390166,182.415247,0.9937,3.204247209,1.069549658,13.98607415,6
10.68319792,0.29,1.673556371,1.2,0.224558137,141.8922399,153.6579303,0.9893,3.594721657,0.339394191,12.03262514,7
4.885822279,0.12,1.713740644,5.7,0.269870284,56.95621516,43.71530096,0.9951,3.132364151,0.536038899,10.9434929,5
6.911739224,0.31,0.299932692,1,0.304402968,239.492826,358.8950895,0.99304,2.871201119,0.568066205,10.83019586,5
13.58678743,0.26,1.097688513,4.1,0.144802285,34.80594351,131.5964399,0.9942,3.471852994,0.561087044,12.02895115,6
12.28138048,0.24,0.643880335,3.5,0.340866925,236.0008602,47.85820884,0.9913,3.236432719,0.739658711,8.339703443,7
12.4435338,0.34,1.262490778,1.2,0.100364647,67.17449324,269.6026281,0.9932,3.605296111,0.292700498,13.76836354,6
9.473335599,0.32,1.236210209,10.6,0.011587004,54.10342392,10.38458131,0.9978,3.117852901,0.47096516,9.956924048,5
13.09652587,0.58,0.226160075,8.2,0.275883452,184.3694086,354.1827098,0.99275,3.598465867,1.051979806,10.76667632,7
3.849377804,0.22,1.44520014,14,0.256772432,54.38712434,49.24449766,0.9981,3.339691025,0.878605743,10.47658195,5
